,text,Rating_m
1373,forbidden technologies jumps after deal did you make a stock market killing no me neither,2
1374,stock in perspective corporation nasdaq  corporation,2
1375,stock update corporation nasdaq msf why oppenheimer sees big upside in micros read more,3
1376,stock update corporation nasdaq why oppenheimer sees big upside in,3
1377,the console wars buy stock in or sony  clic,2
1378,the console wars buy stock in or sony facebook android app go to,2
1379, chevriernao top stocks for this month aapl hpnn goog sne tsla cnab mine hemp via,2
1380,the console wars buy stock in or sony,2
1381,ibdinvestors stock gets thumbs up from oppenheimer,3
1382,stock in perspective corporation nasdaq,2
1383,we are in the ww bad news is coming next weeek short stocks spx aapl fb gt intc bac jpm gs dax cac,1
1384,corporation stock rose by currently priced at,3
1385,technical analysis for corp with stock ticker located in redmond washington,2
1386,stock sentiment watch european union nasdaq fakeheadlinebot learntocode makeatwitterbot javascript,2
1387,money flows selling on strength among stocks that were up today these had the largest outflow of money mbb wfc pg intc top,3
1388,apts company infosee here gt ma stocks,2
1389,co stock rating lowered by vetr inc acn,1
1390,the console wars buy stock in or sony,2
1391,corporation stock price detailed quote,2
1392, update closing bell us stocks major news googl  aapl  amzn  fdx vrx cat  msf UP,2
1393,surface pro ligera potente lista para crear y trabajar del modo que quieras muchas opciones en stock,2
1394,soap opera ida harshly take stock of affirmation raising courses modern mcse lozenge mcsa examined jgj,2
1395,the console wars buy stock in or sony sne,2
1396,why tech stocks behave the way they do aapl amzn crm fb googl hpq ibm ncr orcl goog,2
1397,worth watching stock corporation corporation,2
1398,the console wars buy stock in or sony read more,2
1399,stock update,2
1400,the console wars buy stock in or sony,2
1401,stock gets thumbs up from oppenheimer tech market,3
1402,corporation stock price detailed quote,2
1403, nba clippers twitter s stock has traumatized former ceo steve ballmer,2
1404, sne the console wars buy stock in or sony,2
1405,the console wars buy stock in or sony,2
1406, stock news oracle corporation jumps and linkedin corp dives as stocks rise stocks mea mu tsla amd,2
1407,avgo e p s see here gt opht pennystocks,2
1408,stock gets thumbs up from oppenheimer,3
1409, the console wars buy stock in or sony,2
1410, sfor the most interesting stock on the otc aapl goog fb,2
1411,worth watching stock corporation corporation,2
1412,stock cycle driven technology r amp d kills good tech companies appl goog intc quality patentabuse,2
1413,the console wars buy stock in or sony sony sne get report and get report a,2
1414,weekly dow stocks performance nke aapl ba hd cat mcd unh ibm trv cvx intc v mmm vz axp more,2
1415,technology sector update for  rwc qcom top technology stocks aapl ibm csco fl,3
1416,stockmarket crash is coming get ready stocks vix tvix spy aapl fb twtr c bac siri pcln csco intc amzn yhoo g invest,1
1417, vdrm the most oversold oil stock pfe xom bp jnj bac fb t chk s aapl ge stocks fitx mine rxmd siri kbio mrk,2
1418,the console wars buy stock in or sony thestreet,2
1419,razer what s up with denying early adopters of the stealth a discount on core bought from because you were out of stock,2
1420, pot cont uptrend intraweek m m m combo chart trading stocks,3
1421,i remember stock back in thingsstockbrokerssay,2
1422, hpq tech stocks in action corporation nasdaq,2
1423,stock gets thumbs up from oppenheimer,3
1424,netcare head office johannesburgstock controllermust have computer skillsemail office programs,2
1425,tech stocks in action corporation nasdaq hewlett packard company nyse hpq street updates,2
1426, lt details profitly subscribers who are making huge money online stock trading hurc nvee eyes fb,1
1427, should focus more on business and get that stock up is junk costing me,1
1428,anthonynoto when r u offsetting employee stock comp with some of yours ws amp shareholders are confused as ever re leslieberland,1
1429,stock quote,2
1430,dougkass the same recycled concerns stock down too small not fb hearing this for months now nothing new folks move along,1
1431, inc stock rose by currently priced at,3
1432, re stock based compensation and how it affects sq investors in the short term jack we think long term sooo so f ck you,1
1433,according to jack is important for what s happening now why is the stock not exploding higher,1
1434,jason bond stock picks coupon code and free trial gt kbio sune lxft jec aig,2
1435,s stock is at what would you tell jack to do different than what he s doing,2
1436,will stock be impacted by emarketer s downbeat growth outlook stockaction,2
1437,stock the tumble continues,1
1438,facebook stock could benefit from a new instagram algorithm,3
1439, check out this free video exposing the biggest stock market traps fb nq,2
1440, spy and edit are some top stock msg boards on the web found on homepage the discovery engine stocks,2
1441,in unrelated news selling my stock on monday,3
1442, stock trader superman earns over a million dollars this year fb yhoo,3
1443,will stock be impacted by emarketer s downbeat growth outloo tech stocks,2
1444, mlauer jack ask him how big he s short position is for stock,2
1445,do you really want to short now isn t all the bad news in the stock already,1
1446,lt lt test out jason bond stock picks for free fb aapl tsla,2
1447,jones stock alerts is down big after a massive,1
1448, inc stock rose by currently priced at,3
1449,see live hours a day stock chart news market stocks forex,2
1450, jack looking at the present stock situation i feel going public was a biggest mistake s mgmt has no solution to problems,1
1451,i love my tweetdeck and shutting it down no wonder this stock sucks,1
1452,stock this is why inc could soar in,1
1453,our off sale ends tonight a stock alert system with amazing reviews stockalerts archived fb,2
1454,who is tom mccarthy and how can he teach you to profit from stock promotions feye fmi stocks,2
1455,no subject inventory clearance sv actuator nsn  or p n omp in stock amp am read more at,2
1456,lt lt free stock trading video featuring the biggest name in pennystocks fb study,2
1457,chartguy n a stock charts inc nyse,2
1458,is it too late to buy facebook stock the motley fool fb goog googl wlst,2
1459,buy stock is symbol,1
1460,jones stock alerts is down big after a massive,1
1461, this damn stock doesn t seem to have any spine at all,1
1462,chelsea fc pat nevin stock and trade cfc,2
1463,inc stock could go below read more,1
1464,a list of free stock picks tsla jmba ebay amzn stockpicks stocks stockmarket,2
1465,facebook stock could benefit from a new instagram algorithm facebookstock instagram fb,2
1466,stock gunsense campuscarry re serf fails to think abt how hidden guns r on campus now have been for yrs,2
1467,what do stock changes mean to your portfolio and investments how to get financial stability bespokecfo,2
1468,not totally dom i think there s lots of positives about how come the stock isn t more than share,1
1469,s stock is at jack to hack mylanhacksummit,2
1470, ea brokerage recommendation about two stocks inc nyse,2
1471,stock fundamental analysis via youtube,2
1472, jd momentum tech stock s update inc nyse jd,2
1473,for s birthday its execs are getting huge stock based gifts close ytd stocks,3
1474,stock price nyse,3
1475,stock is it worth your time gt gt trading binaryoptions,2
1476, mojo day trading room stock trading list gasl vtae dust uvxy svxy fb aapl rcon mdco adbe,2
1477,news stock lower today as insiders sell shares elaineossipov,1
1478,congrats your stock price is well on its way to matching your age,3
1479,stock captain i think the ship is,2
1480, rt mdudas if the stock is cheap where are the share buybacks and personal buying,1
1481, sale lt lt  sale on all profitly stock trading gurus and dvds daytrading trading stocks,2
1482,stock buzz spy vrx aapl fb pm stocks finance stockmarket stockpicks,2
1483, sale lt lt  sale on all profitly stock trading gurus and dvds trading stocks,2
1484,monday is s th anniversary how company stock has done since becoming public years ago,2
1485, s stock price nyse  mar pm edt,3
1486,exr chartsee here gt clne stock,2
1487,chartguy n a stock charts inc nyse,2
1488,intersting article about a new stock pick site aapl goog yhoo,2
1489,stock fundamental analysis report,2
1490,stock trading rules discipline and staying strong ha alk stocks trading study yhoo,2
1491, sucker stock almost red weak price action,1
1492, prisonplanet yeah matt lauer takin a big pr lick of jack s dick if wasn t fucking up their stock wouldn t be shit,1
1493, udalltechstrat jsiegel we need if not for practical managing than for the stock and dorsey is beat imho,2
1494,n a stock charts inc nyse last updated  stock chart month h,2
1495,jason bond stock picks free trial nuro lnco rlyp fxcm fb,2
1496, superman stock trader can show you real momentum in the stock market crk ptn fb,2
1497, lt details profitly subscribers who are making huge money online stock trading hurc nvee eyes fb,2
1498,please keep an eye on ticker sq and stock ticker symbols,2
1499, reddogt fibonacciqueen believe you are the most gracious leaders on a stock tip vid for emotions entries,2
1500, davidinglestv stock is depressing,1
1501,worth billion but stock price flat at richpeopleproblems,1
1502,we have in stock fresh oh honeywell du p n  on exchange basis for more information pleas read more at,2
1503, cernovich leave him be jack is determined to turn into a penny stock,1
1504,green now as well run birdie run trading stocks market bullmarket,3
1505,if the stock markets will turn bearish from the completion of bat pattern on spy which stock would you prefer to short or fb,1
1506,calls were a bust holding the stock bought spy puts vs line in sand cash,1
1507,is it too late to buy facebook stock fb goog googl,2
1508,hey jack i have been losing thousands of dollars on my stock any idea when you re going to have that turned around another years,1
1509,will stock be impacted by emarketer s advertising dwmgsocial,2
1510,stock is it worth your time gt gt trading binaryoptions,2
1511,what is basis behind stock comp not counting as cash exp at guess what that is not a one time exp keeping talent is a daily thing,1
1512,how facebook and millennials contributed to the demise of chipotle stock cmf fb,3
1513, tim sykes has dvd s video lessons live chat rooms and stock alerts fb study timothysykes,2
1514, was a tough year for stock what s next markhawtin explores love,1
1515,rt squirestocks will stock be impacted by emarketer s downbeat growth outlook tech business bul,2
1516,dear sir and madom we are now looking for tanabe air main compressor h if you stock reconditi read more at,2
1517,how are you guys holding up visited the fb family today now i see why they love that stock so much tradeideas stocks investing,1
1518, leslieberland jack would be nice if you guys cared more about the stock price of than rainbows over sf,2
1519, kevinmeyers i ve hedged my points with hot stock which by the way has outperformed stock because everything has,1
1520,review super alerts on profitly has an amazing stock picking service fb nq tril mm,2
1521,free stock chat with professional traders at enjoy related kerx nvax sfun goog aapl lnkd fb,2
1522,launch of doubleclick campaign manager dcm for measurements will be a catalyst for stock before q end,2
1523, jack please say something productive during your interview to support stock price right now,3
1524,stock quote,2
1525,brush up on your stock knowledge pre market and after hours trading fb,2
1526,here s why yahoo yhoo stock closed up today at thestreet yahoo yhoo stock increa fb lnkd bac,3
1527, jack is going to be on cnbc now to defend giving stock to hisbuddies rip pay for their great performance adambain ev jess,3
1528, fb gild nflx gpro stock market stock chart technical analysis,2
1529, need guidance with stock trading checkout the superman of the stock market mkto etfc,2
1530, sfor the most interesting stock on the otc goog fb,2
1531,yahoo faces take under facebook deal rumored stock news amp stock market analysis fb yhoo,2
1532, reformedbroker do you still like stock,2
1533, gifparty is huge i need more stock feedback,1
1534,stock in rally mode,3
1535, oddstocktrader most of us are baffled at how bad stock is this is why i think it s definitely near bottom a new generation is,1
1536,rt traderdaily will stock be impacted by emarketer s downbeat growth outlook,2
1537,facebook stock could benefit from a new instagram algorithm,3
1538, hutstar you re posting in a stock trading community not sports suggest you stop taking up bandwidth and move elsewhere try perhaps,2
1539,sucky stock that continues to underperform,1
1540,flat b bands narrow point up needs past sma stock dead money long time,1
1541, vrx never thought a stock could go down faster than,1
1542,rt marpstar really glad i dumped my during last friday s peak the stock is cooked for now,1
1543,s stock has reached the end of the hope trade in terms of jack dorsey s return says pacific crest,1
1544,so when is something going to happen with the stock,1
1545,rt cityfalcon what is the next step for see here if you should own this stock investing,2
1546,i dunno check should be headline the secret s out this social media stock is finally winning,3
1547, aapl nintendo stock jumps as new miitomo app downloads top million,3
1548, akrx i m thinking a billionaire play buying up stock that s the only thing i think is happening and insiders bsafe fb tril yelp,2
1549,it s s birthday and its executives are getting huge stock based gifts,3
1550,feature top gaining stocks in the past week inc,3
1551,seaworld entertainment seas stock upgraded at,2
1552, reiterates hold rating for charles schwab corp schw charles schwab corp nasdaq schw s stock h,1
1553,insider selling director sells  in stock,3
1554, review penny stocking silver stock alerts nxpi ixys hawk adtn zbra jack,2
1555,stock message boardsee here gt abco foxa stock,2
1556,seaworld entertainment seas stock upgraded at seas,3
1557, us stock trends banks financials sprint bac  buyback mn jpm wf UP gs  autos tesla chrysler,3
1558,charles schwab corp schw stock rating reaffirmed by acn,1
1559,filingssee here gt mdco rtn stock,2
1560,ete chartsee here gt pen stockmarket,2
1561,seaworld entertainment seas stock upgraded at stockaction,3
1562,wf UP stock charts amp co nyse last updated  stock chart mo,3
1563, seas seaworld entertainment seas stock upgraded at wells fargo,3
0,Apple cofounders Woz U aims to train tech workers affordaly,2
1,Anemic iPhone 8 demand drags Apple shares lower,2
2,Apple CEO Tim Cook says rumored AR glasses wont e ready any time soon,2
3,Apple CEO Tim Cook talks aout new Chicago flagship store A place where people can connect,2
4,Apple CEO Tim Cook Learn to code its more important than English as a second language,2
5,Apple cofounder Steve Wozniak iPhone X is the first iPhone I wont uy on day one,2
6,Apple cofounder Steve Wozniak iPhone X is the first iPhone I wont uy on day one,2
7,Apple cofounder Steve Wozniak Therexe2x80x99s xe2x80x98way too much hype around Elon Muskxe2x80x99s Tesla,2
8,Apple cofounders Woz U aims to train tech workers affordaly,2
9,Apple COO Jeff Williams on tech and health care we cant think of anything more significant,2
10,Apple COO Jeff Williams on tech and health care we cant think of anything more significant,2
11,Apple design chief Jony Ive says he despises most things,2
12,Apple has agreed to terms with Bain Capital in the 18 illion id for Toshias memory chip unitxe2x80xa6,2
13,Apple hit with trademark lawsuit over iPhone X animoji feature,2
14,Apple reportedly reduced the accuracy of the iPhone Xs face scanning tech to oost production,2
15,Apple was the worlds 70th largest company a decade ago Then the iPhone launched,2
16,Apple was the worlds 70th largest company a decade ago Then the iPhone launched,2
17,Apple was the worlds 70th largest company a decade ago Then the iPhone launched,2
18,Apple will have at most 3 million iPhone Xs next week KGI says which wont meet immediate demand,2
19,Apples 1 illion data center in Ireland gets the green light,2
20,Apples exec in charge of ackend technology for iCloud has left,2
21,Apples iPhone X has an OLED screen a glass ack and facial recognition,2
22,Apples new campus is nearly finished and now Apple is uilding asketall courts,2
23,Apples new campus is nearly finished and now Apple is uilding asketall courts,2
24,Apples new iPhones come with upgraded cameras,2
25,Apples RampD spending has more than douled over the last 5 years,2
26,Apples recent weakness is just the pause that refreshes says one top technician via TradingNation,2
27,Apples suppliers in Asia sink as the pricey new iPhone underwhelms,2
28,Chinas Huawei could overtake Apple this year in smartphones top analyst says,2
29,Cramer Dont let iPhone 8 order worries keep you out of Apple stock,2
30,Dow Jones posts fake headlines claiming Google to uy Apple,2
31,Getting a parent to exercise isnt as easy as handing them a Fitit or Apple Watch,2
32,Heres a look at some of Apples new emoji including some gender neutral options,2
33,Heres a look at some of Apples new emoji including some gender neutral options,2
34,Heres how Apple helped Bain win the attle for Toshia,2
35,Heres how Apples facial recognition technology works,2
36,Heres how Apples facial recognition technology works,2
37,Heres how Apples facial recognition technology works,2
38,Heres one Apple supplier that wasnt slammed y the new iPhone,2
39,Heres what to watch for at Apples new product event,2
40,Heres what Wall Street is saying aout Apples new products,2
41,Heres what Wall Street is saying aout Apples new products,2
42,Heres what you need to know aout Apples new iPhone X,2
43,Heres what you need to know aout Apples new iPhone X,2
44,Heres why Tim Cook may cut Apples iggest deal in Japan,2
45,Heres why Tim Cook may cut Apples iggest deal in Japan,2
46,Heres why Tim Cook may cut Apples iggest deal in Japan,2
47,How Wall Street is reacting to Apples new product announcements,2
48,Huawei has plans to overthrow Samsung and Apple xe2x80x94 its got a long way to go in a growing market,2
49,Huawei launches first smartphone with its own AI chip to challenge Apples iPhone X,2
50,Initial shipments of Apples iPhone X may e e cut in half Nikkei reports,2
51,Investors worry that the new moilefree Apple watch will eat into Swatchs market,2
52,Investors worry that the new moilefree Apple watch will eat into Swatchs market,2
53,Maye just maye people arent rushing to uy Apples iPhone 8,2
54,RT CheckpointTax Will EUs decision to impose the acktax ill on Apple impact international taxing rights,2
55,RT johnsfoley Apples possile E13n acktax ill is almost 30 of all the cash tax the company has paid since 2003 acc thomsonreuterxe2x80xa6,2
56,RT ReutersBiz Apples annual revenue fell for the first time since 2001 ReutersGraphics looks at recent iPhone sales,2
57,RT ReutersBiz Boosted y Apple Wall Street parties like its 19999,2
58,RT ReutersTV Apples iPhone turns 10,2
59,Samsung is playing catchup with Apples Siri and the Google Assistant,2
60,Samsung is taking another shot at catching Apples Siri and the Google Assistant,2
61,Stock picker who predicted 5000 itcoin says its on track to top Apples market cap,2
62,Thanks to Apples new iPhone X facial recognition may finally e going mainstream,2
63,Thanks to Apples new iPhone X facial recognition may finally e going mainstream,2
64,Thanks to Apples new iPhone X facial recognition may finally e going mainstream,2
65,Thanks to Apples new iPhone X facial recognition may finally e going mainstream,2
66,Thanks to Apples new iPhone X facial recognition may finally e going mainstream,2
67,Thanks to Apples new iPhone X facial recognition may finally e going mainstream,2
68,The EU sues Ireland for failing to collect Apples xe2x82xac13 illion tax ill,2
69,The latest Fitit cant match up to the Apple Watch,2
70,The significance of EUCommission decision imposing xe2x82xac13B Irish acktax ill on Apple shouldnt e underestimated,2
71,Tune in TODAY for our LIVE coverage of Apples product launch That starts at 1pmET 10amPT,2
72,Wall Street has spoken on Apples latest products,2
73,Watch CNBCs full interview with Apple retail chief Angela Ahrendts,2
74,We are letting Amazon and Apple avoid taxes invade privacy and destroy jos says NYU professor,2
75,Were LIVE with markgurman from Apples demo room following the unveiling of the iPhone X,2
76,Will Apples iPhone X ship in time for the holidays,2
77,Will Apples iPhone X ship in time for the holidaysn,2
78,Applexe2x80x99s xe2x82xac13 illion Irish acktax ill revererates around the world,2
79,5 steps you should follow to score a jo at companies like Google and Apple,2
80,Amazon takes on Apple and Google with more devices for your home,2
81,Another report suggests foldale phones are on the horizon xe2x80x94 this time from Apple and LG,2
82,AppDynamics founder Jyoti Bansal launches his new startup with Apple vet,2
83,AppDynamics founder Jyoti Bansal launches his new startup with Apple vet,2
84,Apple and GE are writing software to help detect when jet engines could fail,2
85,Apple CEO Tim Cook says he plans to groom as many successors as possile,2
86,Apple denies report it told suppliers to reduce accuracy of facial recognition,2
87,Apple explored uying a medicalclinic startup as part of a igger push into health care,2
88,Apple falls on reports of low iPhone 8 sales,2
89,Apple has a hait of setting up RampD las down the road from rivals,2
90,Apple has a hait of setting up RampD las down the road from rivals,2
91,Apple has a hait of setting up RampD las down the road from rivals,2
92,Apple has a hait of setting up RampD las down the road from rivals,2
93,Apple has considered uying the company that runs its oncampus health clinic,2
94,Apple hired a top UK TV executive to help oost its video content,2
95,Apple is xe2x80x98looking intoxe2x80x99 why some iPhone 8 atteries are swelling,2
96,Apple is eing urged to activate the FM radio chip inside every iPhone to aid pulic safety,2
97,Apple is eing urged to activate the FM radio chip inside every iPhone to aid pulic safety,2
98,Apple is in talks to invest aout 3 illion in Toshiaxe2x80x99s memory chips usiness,2
99,Apple just fixed an issue that caused crackling on some iPhone 8 calls,2
100,Apple might finally have a hit with the new Apple Watch says analyst,2
101,Apple Pay rival Fitit Pay launches in the UK xe2x80x93 ut just one small fintech ank supports it,2
102,Apple released its latest iOS 11 update in a snap to make a crackle stop,2
103,Apple removed several privacy apps in China xe2x80x94 now two senators are demanding answers,2
104,Apple retail chief Angela Ahrendts We will not upsell customers to the iPhone X,2
105,Apple shares to soar on President Trumpxe2x80x99s tax reform Bank of America predicts,2
106,Apple Store thief walks out with 58K worth of iPhones,2
107,Apple teases new emoji including a hedgehog giraffe fairy dinosaur vampire and a carton of Chinese takeoutxe2x80xa6,2
108,Apple teases new emoji including a hedgehog giraffe fairy dinosaur vampire and a carton of Chinese takeoutxe2x80xa6,2
109,Apple teases new emoji including a hedgehog giraffe fairy dinosaur vampire and a carton of Chinese takeoutxe2x80xa6,2
110,Apple teases new emoji including a hedgehog giraffe fairy dinosaur vampire and a carton of Chinese takeoutxe2x80xa6,2
111,Apple teases new emoji including a hedgehog giraffe fairy dinosaur vampire and a carton of Chinese takeoutxe2x80xa6,2
112,Apple teases new emoji including a hedgehog giraffe fairy dinosaur vampire and a carton of Chinese takeoutxe2x80xa6,2
113,Apple unveils the iPhone X starting at 999,2
114,Apple upgraded ecause 1000 iPhone will xe2x80x98extractxe2x80x99 more profits from consumers,2
115,Apple upgrades its TV ox to stream higherquality videos,2
116,Apple Watch AirPod makers are anticipating a strong holiday season Report,2
117,Apple will reportedly only produce half the iPhone Xs it expected this year just 20 million units,2
118,Apple Google Faceook and others are leading market selloff a day ahead of ig tech earningsxe2x80xa6,2
119,Apples chief design officer says some people misuse iPhones,2
120,Apples chief design officer says some people misuse iPhones,2
121,Applexe2x80x99s latest products are getting a thums down at least y investors in the companyxe2x80x99s Asian suppliersxe2x80xa6,2
122,o9o,2
123,Check out our updated Apple TV app New look with same great video Discover more related videos while watching pluxe2x80xa6,2
124,Diamondacks coach apologizes for wearing Apple Watch during MLB playoff game,2
125,Disappointment over the new iPhone is hammering Apple suppliers in Taiwan,2
126,Discounted Apple Watches will e availale to millions of life insurance customers,2
127,Economist lays out a xe2x80x98concerningxe2x80x99 trend for Apple stock via tradingnation,2
128,Faceook is utting heads with Apple over what to charge for its suscription tool,2
129,Google unveils Home smart speakers to counter Amazon Apple,2
130,Has Apple finally made a dud iPhone,2
131,Has Apple finally made a dud iPhone,2
132,Has Apple lost some of its mojo,2
133,Herexe2x80x99s a sneak peek of the new ook aout Amazon Apple Faceook and Google,2
134,Herexe2x80x99s a sneak peek of the new ook aout Amazon Apple Faceook and Google,2
135,Herexe2x80x99s how much every inch of Applexe2x80x99s new 5 illion campus cost to uild,2
136,Hollywood and Apple are considering a plan to rent out new moviesn,2
137,How Apple plans to ring its iPhone X to market on time,2
138,Inside Apple and Qualcommxe2x80x99s illiondollar war over an 18 part,2
139,iPhone X preorders egin Oct 27 availale Nov 3 which may e a sign that Apple is facing supply constraintsxe2x80xa6,2
140,iPhone X will e in store for walkins at launch ut Apple says you should get there early,2
141,Man says the Apple Watch saved his life after detecting an irregular hearteat,2
142,Man says the Apple Watch saved his life after detecting an irregular hearteat,2
143,Qualcomm asks China to an Apple iPhones,2
144,Report suggests Apple LG to compete in foldale phone market,2
145,RT ReutersPR Follow tech correspondent yJuliaLove reporting live from the AppleEvent today,2
146,RT WeerWest Reuters SF jo openings Apple reporter Amazon reporter Oldfashioned journo jos all aout the story good pay amp enefitxe2x80xa6,2
147,Snap has sold more Spectacles than Apple sold iPods in their first year says CEO,2
148,Snap has sold more Spectacles than Apple sold iPods in their first year says CEO,2
149,Swatch shares fell as much as 32 after the latest version of the Apple Watch was announced,2
150,The Apple Watch is finally taking off says analyst,2
151,The average American household owns more than two Apple products,2
152,The EU is taking Ireland to court for failing to recover taxes from Apple,2
153,The iPhone X is what Apple wants the iPhone to e markgurman says,2
154,The iPhone X is what Apple wants the iPhone to e markgurman says,2
155,This series of new iPhones will e Applexe2x80x99s most successful ever says analyst Ives,2
156,Tune in tomorrow for our LIVE coverage of the Apple product launch That starts at 1pmET 10amPT on Bloomerg Televxe2x80xa6,2
157,US tech firms like Apple and Amazon are posing a xe2x80x98hugexe2x80x99 tax challenge for France,2
158,What might Apple and wearales look like in the next 10 yearsn,2
159,Why Apple shares are seeing worst day since August,2
160,Workers at Apple iPhone supplier in China protest unpaid onuses,2
0,RT ReutersPR Reuters hosts Newsmakers with Microsoft CEO Satya Nadella and RBC President and CEO David McKay,2
1,Thanks for joining this evenings ReutersLive w Microsofts satyanadella You can rewatch the full stream herexe2x80xa6,2
2,RT ReutersPR xe2x80x9cEverything Ixe2x80x99ve learned even aout partnership I learned inside the companyxe2x80x9d satyanadella on Microsoft ReutersLive hxe2x80xa6,2
3,Now live sirharryevans in conversation with Microsofts satyanadella on AI quantum computing amp whats next,2
4,Dont forget tonights ReutersLive Newsmaker w Microsoft CEO satyanadella will e streaming live herexe2x80xa6,2
5,Wednesdays ReutersLive Newsmaker features satyanadella amp sirharryevans discussing the future of Microsoftxe2x80xa6,2
6,From Microsoft LinkedIn to the six degrees of kevinacon the future is graph shaped,2
7,RT insidefinance Wexe2x80x99re teaming up Microsoft Barclays UKPowerNetworks to inspire more young people to reach their full potential httpsxe2x80xa6,2
8,Congratulations to Roche Microsoft JNJNews Nestle samsung ProcterGamle more on inclusion in our TRIndex,2
9,Watch the latest episode of xe2x80x9cPeertoPeerxe2x80x9d with Microsoft CEO Satya Nadella,2
10,Microsofts CEO Satya Nadella shares the est advice he received from Steve Ballmer and Bill Gatesxe2x80xa6,2
11,Microsofts Satya Nadella says raising two children with disailities has made him a more empathetic personxe2x80xa6,2
12,This is an interesting choice in front of me Satya Nadella says of his choice to help lead Microsofts Bingxe2x80xa6,2
13,How Microsoft CEO Satya Nadella is working to make the company more collaorative,2
14,Microsofts Satya Nadella discusses his muchcriticized 2014 comments aout equal pay for womenxe2x80xa6,2
15,Watch the latest episode of xe2x80x9cPeertoPeerxe2x80x9d with Microsoft CEO Satya Nadella,2
16,Microsoftxe2x80x99s emailaccess fight with the US gets Supreme Court review,2
17,Microsofts president says we havent found anything yet related to Russian interference in the electionxe2x80xa6,2
18,This is the advice that Microsoft CEO Satya Nadella got from Bill Gates,2
19,Heres what happened when Microsoft CEO Satya Nadella met Donald Trump,2
20,COMING UP Studio 10 with Microsoft CEO Satya Nadella,2
21,Watch Studio 10 with Microsoft CEO Satya Nadella TODAY at 530pm ET,2
22,Watch Studio 10 with Microsoft CEO Satya Nadella Thursday at 530pm ET,2
23,Microsofts new mixed reality studios allow users to create custom holograms,2
24,Top Microsoft HR exec This is the No1 way to impress in a jo interview,2
25,A top Microsoft HR exec says you should apply to jos in these 2 industries,2
26,Microsofts nole attempt at a smart speaker isnt as good as the Google Home or Amazon Echo,2
27,Mohawk Trie sues Microsoft Amazon for patent infringement,2
28,Microsoft and LinkedIn HR execs reveal the right time to ring up salary in an interview,2
29,Microsofts ig new Windows 10 update rolls out today heres whats new,2
30,Microsoft is rolling out a unch of new PCs including a laptop that last 17 hours on a charge,2
31,Microsoft adding Marriott CEO former Commerce Secretary to oard,2
32,Supreme Court will hear USMicrosoft attle over emails,2
33,Microsoft CEO Satya Nadella on the crucial management lesson he learned from sports,2
34,Microsoft uilt treehouse workspaces for its employees,2
35,A former top Microsoft exec has some advice for Faceook on dealing with pulic attacks,2
36,Amazon and Microsoft are teaming up on AI without Google,2
37,Microsoft looks at whether Russians ought US ads on search engine,2
38,Microsoft admits its smartphone efforts are dead and even tried to pay developers to write apps,2
39,Microsoft could ecome the Ticketmaster of eSports analyst says,2
40,Microsoft could ecome the Ticketmaster of eSports analyst says,2
41,The government needs to act on DACA efore the end of the year Microsofts Brad Smith says,2
42,Now at CamridgeCyer Microsofts Brad Smith on alancing usiness national security and liertyxe2x80xa6,2
43,Microsoft HR chief These are the 3 skills you should have to score a jo at the company,2
44,Microsofts CEO Satya Nadella roke unspoken rules on his rise to CEO,2
45,Microsoft employees can now work from treehouses,2
46,Microsoft employees can now work from treehouses,2
47,Microsoft adds Surface Book 2 to its lineup,2
48,Microsoft adds Surface Book 2 to its lineup,2
49,Microsoft to help expand rural roadand in 6 states,2
50,Microsoft to help expand rural roadand in 6 states,2
51,Microsoft to help expand rural roadand in 6 states,2
0,How can law firms create dynamic work spaces GE shares trustedanswers with Forum Magazinexe2x80xa6,2
1,Explore how GEs new WeWork open office space fosters a startup mentality even in the legal departmentxe2x80xa6,2
2,GEs stock keeps sliding and investors are wondering where it will end,2
3,Heres one theory on whats ehind GEs stock roller coaster,2
4,GEs stock keeps sliding and investors are wondering where it will end,2
5,Heres one theory on whats ehind GEs stock roller coaster,2
6,GE plunges the most in 6 years,2
7,A contrast in earnings callsnGE pacifiesnUnited provokes n,2
8,GEs new oss vowed xe2x80x9csweeping changexe2x80x9d as he delivered a rutal assessment of the company,2
9,Home Depot is going solar thanks to GE and Tesla,2
10,GEs struggles put its lue chip status in jeopardy,2
11,GE shares are entering a xe2x80x98death crossxe2x80x99 via TradingNation,2
12,Dow snaps 6day winning streak as GE posts iggest drop in 6 years,2
13,GE shares crater as Wall Street analysts worry trouled lue chip may have to cut dividend,2
14,Dow surges 163 points to record close on tax reform hopes stunning GE comeack,2
15,Cramer GEs earnings are a disgrace ut et on new CEO to turn things around,2
16,GE CEO Current cash flow for 2017 is horrile,2
17,GE CEO We can cut spending some more expect to cut more than 2B,2
18,GE CEO on dividend Will lay out capital allocation plan at Nov investor meeting dont view it as emotional issuexe2x80xa6,2
19,GE CEO Everything is up for review focused on culture candor and companys capital allocationxe2x80xa6,2
20,GE shareholder Cut the urdensome dividend now while you have the political capital,2
21,Coming up on CNBC GEs new chairman amp CEO joins davidfaer to discuss the companys huge earnings miss amp morexe2x80xa6,2
22,Former GE CEO Immelt reportedly used two jets for usiness travel,2
23,GE expected to release plan to cut thousands of corporatelevel jos WSJ,2
24,Apple and GE are writing software to help detect when jet engines could fail,2
25,With 23k hit Wall Street elieves GE Nike and Disney will carry the Dow to 24000,2
26,Goldman Bet against GE dividend cut is coming,2
